,assists,GameID,GameMode,baronKills,bountyLevel,champExperience,champLevel,championName,damageDealtToObjectives,damageSelfMitigated,deaths,dragonKills,firstBloodAssist,firstBloodKill,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,kills,lane,largestCriticalStrike,largestKillingSpree,longestTimeSpentLiving,magicDamageDealtToChampions,magicDamageTaken,nexusLost,objectivesStolen,physicalDamageDealtToChampions,physicalDamageTaken,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,3,4035111951,CLASSIC,0,0,10402,13,JarvanIV,6137,14943,8,0,False,False,False,11259,10050,JUNGLE,0,1,6692,2031,3814,3009,3134,3035,3364,10,JUNGLE,0,3,344,539,7684,1,0,11802,13183,62,30,43,11,3,4,10,11,Z_TfmSsaKEY5LhWYVpGZe3Yz_D-9IiwJuEA2Zd020DHnhK8,False,200,17,1384,13452,0,22091,5051,0,41,241,204,1111,1224,0,8,16,0,5,1,False
0,6,4035111951,CLASSIC,0,0,8646,12,Zed,712,7859,6,0,False,False,False,6571,5625,MIDDLE,0,1,6692,2031,3111,3134,0,0,3340,1,MIDDLE,0,0,590,380,5721,1,0,8333,5809,58,33,76,6,4,14,3,4,4MiimTASbO8_-85ijNxjWaAODpweckptLveXfkbK_-y6vsSG,False,200,3,1384,9641,0,12471,1069,0,102,60,199,926,940,0,8,17,1,3,8,False
0,7,4035111951,CLASSIC,0,0,7376,11,Varus,548,4041,10,0,False,False,False,7285,6425,BOTTOM,0,1,1055,3133,3070,6691,3158,1036,3363,4,BOTTOM,0,2,247,1403,7230,1,0,9147,6469,45,8,31,6,3,4,3,7,pas56TVvCql9LkoftLvgscbT8Dx_AQIt5A7POxfEytU,False,200,13,1384,10683,0,15494,2152,249,112,178,210,132,1795,0,8,6,1,1,5,False
0,9,4035111951,CLASSIC,0,0,6888,10,Senna,91,5409,10,0,False,False,False,6424,6225,UTILITY,0,1,3864,6672,3009,1018,1042,1042,3364,2,BOTTOM,285,2,195,105,4607,1,0,6842,7141,31,22,20,5,4,21,4,4,Dtzr4gHiqKgS4Iaigcyoz0sg1e0ShIfYXZgq68ewLsku,False,200,9,1384,7062,649,12696,2163,1241,16,23,229,114,946,0,8,19,1,1,10,False
0,15,4035111959,CLASSIC,0,3,18188,17,Malphite,4346,30497,8,0,False,False,False,15145,13575,TOP,2,0,3020,6655,3157,3089,3165,0,3340,10,TOP,0,3,664,30747,4929,0,0,2531,15788,81,63,63,16,7,14,5,4,tYHeCAfo9WjovNeeADwAGusXOAEm5bb_wlzGK_CMK0m7x2Q,False,100,35,2384,34200,0,23157,1300,0,145,530,344,922,2439,4,5,42,1,4,15,True
0,13,4035111959,CLASSIC,1,3,17676,17,Warwick,37569,51549,7,3,False,False,False,14636,12925,JUNGLE,0,0,6632,3748,3047,3053,3076,1011,3364,9,JUNGLE,2,5,1134,10915,6967,0,0,7856,48725,130,16,34,13,6,4,20,11,W2AiFzStuFcaSwhXlzNQ8XUSdUPVf-lmDA2tYfk15QhS-bA,False,100,25,2384,19748,0,62193,31732,0,12,281,327,976,6499,1,5,27,1,4,3,True
0,6,4035111959,CLASSIC,0,3,23551,18,Zed,11487,26102,7,0,False,False,False,23842,23925,MIDDLE,1,0,3142,6691,3071,6694,3814,6695,3364,26,MIDDLE,0,10,991,1557,5419,0,0,60932,29251,153,169,141,34,9,14,6,4,N7B3NbmbSCYQufQMP7gsPhvEMC7-LfIdCwBSUhzvY9EPvT2n,False,100,15,2384,64685,0,37538,12005,0,238,340,373,2196,2867,7,5,36,3,6,5,True
0,17,4035111959,CLASSIC,0,0,18913,18,Ashe,24243,18723,9,1,False,False,False,14695,13800,BOTTOM,3,0,3085,3031,6673,3006,1053,1038,3363,5,BOTTOM,579,2,466,2689,7653,0,0,16416,17454,20,108,11,15,7,7,6,4,hEK3kfFvCgMKBBcanwwuG80Kr4iyItaQMQ_WgUJuYyLisAI,False,100,47,2384,19106,0,26888,3006,945,212,694,308,0,1780,5,5,34,2,2,12,True
0,9,4035111959,CLASSIC,0,0,15005,16,Brand,16746,12334,7,0,False,False,False,11506,13550,UTILITY,0,0,3020,3853,4636,1028,3916,3157,3364,4,BOTTOM,0,2,1035,17691,4079,0,0,1052,16652,72,97,69,9,5,4,6,3,KGkmS54Bb4FiKUBgxwr4GVy7c6a-_1m_J7AsRk-MjKu3vdg,False,100,14,2384,18916,0,21378,3017,0,61,46,220,172,646,5,5,84,8,2,48,True
0,12,4035111959,CLASSIC,0,0,19672,18,Gangplank,8755,17270,11,0,False,False,False,17026,16775,TOP,0,6,6673,3508,3033,6675,6676,3158,3364,5,TOP,1467,3,420,7675,12084,1,0,24092,22853,215,30,155,11,1,12,4,4,mNuVJNP-PY3cHwBIdHmvo3kS4cMokGqT53o5fbpxyJzvb-Js,False,200,19,2384,36607,0,35782,7682,0,260,354,400,4839,844,1,10,14,1,2,8,False
0,17,4035111959,CLASSIC,1,0,20777,18,Nocturne,9980,36993,10,1,False,False,False,14453,14200,JUNGLE,0,6,3047,3071,6631,3053,3075,1028,3364,3,JUNGLE,13,0,596,2453,14051,1,0,16128,34888,143,29,40,23,20,11,3,4,vTTbFoWipN--qdu93aZPkh1mXs7dKD5fsKQF_fhSFz9QlFSbBt4HyPG1Kg,False,200,219,2384,19186,0,49865,16609,0,100,856,282,604,925,0,10,17,0,5,0,False
0,10,4035111959,CLASSIC,0,0,16156,16,TwistedFate,4489,10346,13,0,False,False,False,12030,11350,MIDDLE,0,6,6656,3094,3157,3057,1026,3158,3340,2,MIDDLE,188,0,296,11723,10933,1,0,1044,20870,118,212,2,18,3,12,6,4,ledQeTyfjJn2JCZNsFyKl6yyCLN7wenYpGvXGkYwFcRnywM,False,200,31,2384,12767,0,32115,2448,0,158,281,411,0,310,3,10,26,4,1,18,False
0,4,4035111959,CLASSIC,0,0,23184,18,Tristana,25048,21505,10,1,False,True,False,22526,21350,BOTTOM,0,6,0,0,0,0,0,0,3363,18,BOTTOM,1050,11,682,2874,13548,1,0,33033,20312,65,44,48,7,6,4,7,7,vKWIAmPAlMukHRbueS14wFVv1WEg9fenPrU7n09aeLA1F50,False,200,9,2384,39890,0,34807,5605,330,265,81,297,3982,945,2,10,30,2,1,17,False
0,10,4035111959,CLASSIC,0,0,15999,16,Pyke,3766,13603,10,0,True,False,False,15957,15900,UTILITY,0,6,3142,6691,3179,3117,3814,3026,3364,10,BOTTOM,0,4,504,0,14932,1,0,9623,16554,58,45,47,16,7,14,5,4,xcXYc3MmqQtKPN-X0_j13QtgK2cmo6dt-n3AeDwosP11tg-7O3kT8wsxpg,False,200,27,2384,14432,0,32727,8163,0,60,125,323,4808,1240,1,10,53,0,14,12,False
0,7,4035111965,CLASSIC,0,0,14417,15,MonkeyKing,4447,34391,11,0,False,False,False,11805,11700,TOP,0,3,1055,3047,6632,3071,6333,1033,3340,5,TOP,0,4,679,3588,13362,1,0,18502,24143,88,29,64,21,5,4,3,12,SZqz73UR1srrhOs0Ln0-swkLqHJ2nNJq0A8GipfK2e_cEdU,False,100,22,2244,22090,0,44721,7929,0,157,62,459,0,7215,2,11,20,2,0,9,False
0,12,4035111965,CLASSIC,0,0,16106,16,Shaco,3050,16444,9,1,False,False,False,12265,11985,JUNGLE,0,3,6653,3157,2031,3020,4629,1052,3364,8,JUNGLE,0,2,715,21143,15246,1,0,2200,13557,63,81,103,87,21,11,8,14,zny3CwfO_To4umQ8bAbs6nMYKFic-7jSh3TeFBxprNAKTAC561wCx7KpiQ,False,100,32,2244,26210,0,31426,5243,0,29,785,369,2866,2621,1,11,16,0,3,1,False
0,6,4035111965,CLASSIC,0,0,14040,15,Sett,3644,31606,11,0,False,False,False,9228,9025,MIDDLE,0,3,1037,6630,3047,3053,0,0,3340,2,MIDDLE,0,0,446,0,23550,1,0,9212,15364,51,18,26,8,2,12,6,4,JDjN5Dw9tmWpDlQ9dHfVMstEevk7KnqOVDkLV3RVH9vXDRFkdINZ_Utn1A,False,100,20,2244,12147,0,41857,2692,0,122,110,357,2934,2941,2,11,21,2,0,12,False
0,6,4035111965,CLASSIC,0,0,18215,17,Kaisa,12591,17138,6,0,False,False,False,19036,19550,BOTTOM,0,3,3046,6672,3006,3026,3031,3033,3340,18,BOTTOM,743,8,823,5106,15532,1,0,24882,13910,72,30,44,8,6,4,7,7,9Dsmwf9jkL-qSkqHvrcU66SUORimB7nzklReJnu24BwA2Cs,False,100,0,2244,34108,0,31864,9675,425,233,0,227,4118,2421,3,11,17,0,1,12,False
0,15,4035111965,CLASSIC,0,4,17516,17,Lux,1844,6934,4,0,False,False,False,13269,12650,UTILITY,0,3,3853,6655,3020,4628,3089,4630,3364,8,BOTTOM,0,4,980,21066,5156,1,0,946,5564,68,44,196,14,5,4,4,14,zW4IDJuvKLk_1xsxGkBFW0-6u_vih9YVwJfVh-gNF94wWZi8wUC84RLmZw,False,100,44,2244,22466,3561,11712,740,0,94,397,87,453,991,2,11,24,0,0,14,False
0,7,4035111965,CLASSIC,0,3,20058,18,Garen,16011,52882,8,1,False,False,False,16912,17025,TOP,0,0,3095,6631,3075,3006,3053,3742,3364,14,TOP,648,4,340,1493,15788,0,0,25714,23931,95,28,69,12,6,14,6,4,6RzbptDtNoQPvTS3tQaGLDNOg-el_kiSYLI4gX4pVQxhepcw,False,200,61,2244,35812,0,42523,8882,0,202,198,269,8603,2803,3,5,10,1,1,3,True
0,11,4035111965,CLASSIC,0,0,16871,17,Volibear,25892,39278,10,3,False,False,False,12244,11700,JUNGLE,0,0,6632,3742,3111,3065,1043,0,3340,3,JUNGLE,0,2,519,2628,10564,0,0,8117,27768,53,95,55,10,22,11,5,4,4TguNCXbPDiizKM8tDWIJ33Z4Z6GFsrshz0CAEXl93rTAHM,False,200,22,2244,12420,0,40933,12248,0,57,338,352,1674,2601,5,5,23,0,1,11,True
0,13,4035111965,CLASSIC,0,3,18971,18,Annie,3771,10292,3,0,False,False,False,13731,12625,MIDDLE,1,0,4637,2421,6653,3041,3165,3020,3364,6,MIDDLE,75,3,619,27517,7320,0,0,759,7067,221,92,76,21,7,14,5,4,byopxjzBipaxOH3stNltwrdscIB-DN0jegITmzcdUiVfNN4,False,200,23,2244,29675,4816,15674,3449,0,150,278,110,1398,1287,1,5,28,1,2,7,True
0,7,4035111965,CLASSIC,1,1,16627,17,Tristana,28491,13000,8,0,False,True,False,15217,13800,BOTTOM,1,0,6672,3046,1036,3031,3026,3006,3340,8,BOTTOM,651,3,513,2343,8943,0,0,17057,15085,33,19,34,7,4,4,7,7,y3EZNV-vv0D8JhJlz_bbC4lsYNkWd7kQ3HbUDPzY1o6NVwhdpeDl8rNrkA,False,200,3,2244,22105,0,25505,7538,592,160,28,310,2703,1476,6,5,27,0,4,13,True
0,11,4035111965,CLASSIC,0,0,16088,16,Brand,3974,10322,12,1,True,False,False,14468,13150,UTILITY,0,0,1026,6653,3157,3089,3020,1011,3364,10,BOTTOM,0,2,387,37540,10428,0,0,773,11824,59,96,61,16,4,14,6,4,QTP_BjEopSbOOxggxHOdSJR21bJDefQGrvZlznG3Jn03aviLWWz7IA3uew,False,200,14,2244,40034,0,24457,1883,0,68,34,428,1721,2204,6,5,21,0,2,5,True
0,6,4035111977,CLASSIC,0,0,9079,12,Yorick,12214,12484,5,0,False,False,True,7192,6125,TOP,0,0,2055,3044,2033,3117,0,6632,3363,2,TOP,0,2,681,2592,3802,0,0,4875,13258,61,25,39,9,3,12,2,4,p4wEXanNlLvkc9_O3eoqnsP_El6jK5DEg3TTynlfFtoad80X,False,100,3,1401,7467,0,17371,2125,0,94,107,133,0,310,7,1,19,3,0,8,True
0,8,4035111977,CLASSIC,0,9,11380,13,Rengar,17201,13721,0,2,False,False,True,10614,10150,JUNGLE,0,0,6692,3158,3033,3036,0,0,3364,9,JUNGLE,652,9,0,683,4654,0,0,9918,19179,161,75,81,8,3,4,12,11,rzD3WZ0C0BKXZej6MvLoZpsaz7J64DBCcnucB8Dt6LvkK9o,False,100,7,1401,11098,0,24448,16162,0,29,202,0,496,614,3,1,9,0,2,1,True
0,8,4035111977,CLASSIC,0,2,11138,13,Kayle,11350,6441,1,0,False,False,True,10181,8235,MIDDLE,2,0,1055,3006,3115,4633,1052,0,3340,8,MIDDLE,0,6,1013,11399,2909,0,0,4185,7629,37,34,55,5,3,4,2,12,b5WCiejxeBil3oSu2a05ThYS8QnhLCz5fptMGt9FTrNpYDg,False,100,6,1401,15872,0,10979,4128,765,131,146,35,287,440,5,1,8,0,0,5,True
0,13,4035111977,CLASSIC,0,0,9289,12,Jhin,8454,4212,3,0,False,False,True,9622,8500,BOTTOM,0,0,1055,3009,6671,6676,2015,0,3340,6,MIDDLE,752,4,1130,1159,4820,0,0,9912,7160,59,37,36,14,5,7,4,4,m5qEye7zDrBDGQay47ZE4glkLioDcHdYpcc1XqqdnkAZvMQ,False,100,18,1401,11072,0,12458,4083,705,100,129,42,0,478,6,1,13,0,2,7,True
0,11,4035111977,CLASSIC,0,2,8419,11,Senna,9038,4123,2,1,False,False,True,9880,8635,UTILITY,0,0,3006,3864,3086,6672,3124,0,3364,7,BOTTOM,317,3,851,0,4197,0,0,13816,5139,57,26,21,7,3,4,4,3,ciFb28EOB5edVcCS_jQQJWLS8sb48b8Ga8JQNRPf3pekxis,False,100,25,1401,14937,779,9336,7037,3178,43,112,66,1120,0,4,1,56,1,6,21,True
0,2,4035111977,CLASSIC,0,0,6425,10,Riven,6026,6733,2,0,True,False,True,5698,4800,TOP,0,2,1055,6029,3044,3047,3067,0,3340,1,MIDDLE,0,0,914,0,1964,0,0,6064,6025,101,15,14,4,1,4,1,14,REAs4DPHt7IphNwINOK1iUG3uZqainIijEgfwWK-C5m4-RDg,False,200,11,1401,6448,0,8350,1560,0,75,50,65,384,360,0,9,6,0,0,5,False
0,4,4035111977,CLASSIC,0,0,8100,11,Warwick,10994,16228,8,0,True,False,True,7339,6600,JUNGLE,0,2,6632,0,1011,1001,1028,3077,3340,3,JUNGLE,0,0,506,4545,6854,0,0,3671,20989,77,6,24,7,4,4,13,11,UZBSM-VyQPKP3hVFJXDcqp2op1P3UyOfyteywM8ESKh1IbG4,False,200,13,1401,8757,0,28535,9713,0,26,217,206,540,692,1,9,12,0,0,5,False
0,2,4035111977,CLASSIC,0,1,8803,12,Yasuo,535,11539,6,0,False,False,True,7958,7700,MIDDLE,0,2,1055,2031,3006,3033,6673,0,3340,4,TOP,392,2,303,967,3661,0,0,7987,10383,159,16,105,2,4,4,3,14,zvbq4K_ksL0nEa8PvwiNPQ_RqGFJvrg92O8VZM5mtjw0ThU,False,200,16,1401,9544,0,14562,3325,0,126,82,146,590,517,0,9,6,0,0,7,False
0,4,4035111977,CLASSIC,0,0,7568,11,Akshan,80,5947,6,0,False,False,True,5941,5850,BOTTOM,0,2,1055,6672,3006,1036,1036,0,3340,0,BOTTOM,299,0,331,750,1613,0,0,7013,10442,46,21,41,4,5,7,4,4,67Vz5QgqCBBYVH6cnETNe28Kbu7_9CJMy0Lywrm80MvxSA8,False,200,0,1401,7763,0,12244,1773,465,109,0,122,0,189,0,9,13,2,2,7,False
0,6,4035111977,CLASSIC,0,0,7590,11,Lux,5119,5441,10,0,False,True,True,7266,6000,UTILITY,0,2,3853,6655,3020,3145,0,2031,3364,3,BOTTOM,0,0,351,12134,2371,0,0,861,10368,37,22,102,4,3,14,3,4,6mXNkjKaUU3-GMtqe730T_aoOSTla_rmkUuBBTZFFtbKT2U-t0iQRQYxdA,False,200,53,1401,13323,1297,12884,0,0,32,202,186,328,144,0,9,22,0,1,11,False
0,1,4035111978,CLASSIC,0,0,12091,14,Teemo,12881,13176,9,0,False,True,False,11621,10800,TOP,0,2,4633,1056,3115,3047,4637,0,3364,6,TOP,0,2,306,12764,7389,1,0,2700,13064,41,37,0,33,5,14,4,4,gBDseEpm0eFfLUNMXwIfZBk5U8XZfW3PVj9xdfAkVGsIdFWn,False,100,23,1480,17797,0,21387,3106,0,163,414,222,2331,933,3,9,12,0,3,4,False
0,4,4035111978,CLASSIC,0,0,8210,11,Trundle,24998,19482,9,2,False,False,False,7131,6975,JUNGLE,0,2,3111,2031,3077,6632,1028,1028,3364,2,JUNGLE,0,0,495,1459,7200,1,0,5868,24409,117,46,15,6,4,4,12,11,2zPnK_9jaCUj-364t_FgaKMUSIlr0DbNY_kIFLslNAW3oGY,False,100,12,1480,7988,0,33000,13392,0,5,260,231,660,1390,2,9,14,1,3,6,False
0,5,4035111978,CLASSIC,0,0,10075,13,Lux,6800,9878,4,0,False,False,False,8169,8435,MIDDLE,0,2,6653,3020,1052,1058,3070,1082,3363,3,MIDDLE,0,2,1121,15074,5340,1,0,426,5537,40,24,150,11,4,4,5,21,CTZ3RfW1TmQvgTzVWYB2Wjj_lhjT6oSIxZ0zlwoxJq7ZoWes,False,100,35,1480,15500,679,11499,678,0,146,471,121,0,621,2,9,24,4,0,11,False
0,4,4035111978,CLASSIC,0,0,9820,12,KogMaw,13422,7473,8,0,False,False,False,8762,8425,BOTTOM,0,2,1055,3006,3085,3091,1053,0,3340,5,BOTTOM,349,2,352,7993,3850,1,0,5936,9595,34,32,37,37,4,4,4,7,uN3beUsWJ-_rq7bkiEtF9lxxChgFZ7bVr1EZNMeJdzNeAe4,False,100,7,1480,15872,0,13966,3657,194,118,298,142,1942,520,2,9,15,3,2,6,False
0,8,4035111978,CLASSIC,0,0,7349,11,Janna,5543,8080,5,0,False,False,False,6539,6150,UTILITY,0,2,3853,3190,3158,3067,3114,2055,3364,1,BOTTOM,0,0,482,3409,4224,1,0,752,6959,58,21,45,5,5,4,5,14,dukKbiOU4FTY7y5RIVz9as_o23FuM20K72hZRqlXBq-Hpig,False,100,25,1480,4833,3699,11880,2656,906,8,73,82,672,697,2,9,46,8,4,22,False
0,3,4035111978,CLASSIC,1,6,12980,14,Jax,5607,16045,6,0,False,False,False,11776,10200,TOP,0,0,6632,3111,3091,3044,1037,0,3340,13,TOP,0,6,474,2979,10081,0,1,14931,9510,53,63,72,8,4,12,4,4,gU0eTMG24wq_CNFM3U759d0PvejVlUqZeUUCgneM5-mgKm_KwxFCx9RcRw,False,200,22,1480,18429,0,22179,4170,0,115,169,145,518,2587,3,5,8,1,1,6,True
0,4,4035111978,CLASSIC,0,1,11953,14,Karthus,3905,8408,4,0,False,False,False,9783,9750,JUNGLE,0,0,3020,3916,6653,4637,2420,0,3364,4,JUNGLE,0,3,697,7699,7472,0,0,116,12721,365,16,77,5,13,11,1,4,Win4IHtxP_RMuxY0FDc1QkmA1nu-A4-kraVJ6f0IwsF-qMQ,False,200,10,1480,7950,0,20682,7653,0,31,228,105,134,488,1,5,23,2,3,3,True
0,8,4035111978,CLASSIC,0,3,12594,14,Akali,3156,7378,2,0,False,False,False,9376,6985,MIDDLE,1,0,1026,4633,3111,1011,1052,0,3340,4,MIDDLE,0,3,456,7401,8262,0,0,888,5176,98,16,33,11,4,14,3,4,30CGxqkf6qeW8X7JIHoY4r96zAeeI5Llfk0vZe1m8g_7ClE,False,200,1,1480,8991,0,13555,3438,0,131,38,46,701,115,4,5,12,0,1,7,True
0,7,4035111978,CLASSIC,0,2,12844,14,Jinx,17025,5500,2,1,False,False,False,13702,10050,BOTTOM,1,0,3006,6672,3046,1055,1038,1037,3340,11,BOTTOM,530,5,756,235,8431,0,0,16778,6442,98,22,12,6,3,4,4,7,i_x_KSwOoSWCFWMP-X8U1TF5mvOjZr_8qIawUVQOaPVS2VQ,False,200,12,1480,19250,0,16384,6152,351,195,32,67,2236,1510,8,5,25,3,8,11,True
0,20,4035111978,CLASSIC,0,0,9525,12,Blitzcrank,1936,9253,3,0,False,False,False,8610,8205,UTILITY,0,0,3050,3024,2065,3860,3117,1082,3364,3,BOTTOM,0,2,823,7282,9405,0,0,3539,5336,28,36,33,11,5,4,6,14,20asRwFgfALnnDVQ32oEIqPaRCGZwDJPoGl5_HTYiVT8vzE,False,200,39,1480,11395,0,15644,814,439,29,110,53,573,902,3,5,54,8,5,22,True
0,6,4035111998,CLASSIC,0,0,12462,14,Irelia,8118,12125,5,0,False,False,False,10082,11030,TOP,1,0,2055,3153,3111,1053,6632,1055,3363,1,TOP,0,0,431,3787,6137,0,0,7259,9532,189,15,44,5,3,4,4,12,8eo1XZJCQ9jDKK9Av6vKosLg26Hv1mAP7RtXmfCF2PhcEio,False,100,12,1488,11046,0,16256,2522,0,184,52,159,0,585,1,2,19,4,1,8,True
0,6,4035111998,CLASSIC,0,2,12278,14,Nocturne,22974,17062,5,2,False,False,False,10557,8725,JUNGLE,0,0,3053,6631,2031,0,3158,1036,3364,8,JUNGLE,0,3,525,1276,7849,0,0,8962,20265,105,18,31,19,4,4,16,11,RBrKFZyRV9_P26jtxIbXPLOhsttO8tLgJneEuXH4lrMmX5I,False,100,167,1488,11474,0,28147,13041,0,31,611,153,1235,32,1,2,28,7,1,10,True
0,1,4035111998,CLASSIC,0,4,13417,15,Annie,4811,7889,3,0,False,True,False,13452,11375,MIDDLE,0,0,3157,6655,3020,3165,4630,0,3340,15,MIDDLE,89,7,738,25796,6002,0,0,1284,3360,143,60,47,131,3,4,5,14,mtojdjGXeGPW0p_6GbSU2LGYWJxcSOTNenDsV2Rcy3xHwNA,False,100,29,1488,28484,1416,9635,757,0,155,191,88,1404,272,5,2,13,1,0,7,True
0,12,4035111998,CLASSIC,0,0,11388,13,Tristana,12585,5797,4,0,False,False,False,10862,9525,BOTTOM,1,0,1055,6671,3123,3006,3046,3086,3340,3,MIDDLE,387,2,663,1670,4131,0,0,12202,8557,27,18,37,5,3,7,1,4,sFo5k5RsVhZGOkgrIxJBt1DOrggWqaIqTcMa7HbMfrGlbOnQ,False,100,3,1488,13872,0,12999,5287,681,157,37,126,0,310,5,2,27,1,2,8,True
0,15,4035111998,CLASSIC,0,0,8260,11,Thresh,674,14403,7,0,True,False,False,6939,6300,UTILITY,0,0,3190,2055,3855,3117,3076,1011,3364,2,BOTTOM,2,0,470,4377,8402,0,0,930,7735,31,23,23,10,4,4,4,14,rL0s5bdtqfiDz3Mu-vavBkTvlC33aM0__aa4NjV2e8Ttlws,False,100,30,1488,5755,2620,16418,1196,608,24,79,158,446,280,3,2,33,6,1,18,True
0,8,4035111998,CLASSIC,0,0,11241,13,Urgot,5915,23467,7,0,False,False,False,9346,9075,TOP,0,2,1055,3748,6631,3047,3076,0,3340,4,TOP,2,2,461,122,10294,1,0,11632,10037,25,55,17,6,3,4,3,12,80fv3xZ9wJUKAtFiwiB5LLg65LKImQLzssuIzgnv9ZBMwbA,False,200,14,1488,12238,0,21074,1439,0,128,98,210,483,743,0,9,21,1,5,8,False
0,9,4035111998,CLASSIC,1,0,10087,13,Warwick,10245,20916,6,2,False,False,False,8564,8200,JUNGLE,0,2,3047,1011,6632,3076,3077,1028,3340,4,JUNGLE,2,2,498,4864,11063,1,0,4481,14944,86,12,22,8,13,11,1,4,1E81Zyprjx-wp91W9HivDOexbNqznehZjpwdLJJy5tlaONM,False,200,23,1488,9573,0,26889,11987,0,11,156,178,227,881,0,9,13,0,1,8,False
0,2,4035111998,CLASSIC,0,0,11560,14,Veigar,4368,7630,6,0,False,False,False,10640,10300,MIDDLE,0,2,6656,1056,3020,3089,3108,3191,3340,9,MIDDLE,0,6,397,17596,10526,1,0,464,7382,113,57,30,6,3,4,3,7,t1XPcecaVEmxIoSuKKGV5hBDiUsXYOQcnQLY4SX8rTNLoDQ,False,200,32,1488,18060,0,18810,3221,254,151,95,159,0,902,1,9,11,0,1,6,False
0,2,4035111998,CLASSIC,0,0,11991,14,Aphelios,12985,14334,6,0,False,False,False,11122,10600,BOTTOM,0,2,6673,3006,6676,3085,0,0,3340,6,BOTTOM,554,3,418,262,4855,1,0,11649,11268,25,53,0,5,0,4,3,7,xffQAj2RE1qFHCg0qLyuktbEs_RMKQDf6egqYocWvZQF8RA,False,200,5,1488,12047,0,16263,3064,167,209,125,181,135,139,1,9,5,0,2,1,False
0,13,4035111998,CLASSIC,0,0,10224,13,Yuumi,1616,4667,4,0,False,False,False,6821,6475,UTILITY,0,2,3853,6617,6616,3114,2055,0,3364,1,BOTTOM,0,0,854,8266,2457,1,0,878,4730,58,154,32,6,5,14,5,3,rneTCve7K_nyuG3nwWJxhFfsNyW9eFxNQZiNwgzwH8aWYix4,False,200,20,1488,9779,2549,7607,8340,7499,3,54,137,634,419,1,9,45,5,2,22,False
0,3,4035112028,CLASSIC,0,2,12917,14,Garen,9626,25474,2,0,False,True,True,11418,9875,TOP,0,0,1054,6631,3006,3742,3044,1037,3340,7,TOP,0,3,1053,0,8462,0,0,10348,11762,60,17,50,5,3,4,4,12,gBT4ZyttYm2JU3AV6pgTUln9uYgwEyvHUvHarszJU_IIme0,False,100,32,1524,11822,0,21407,2576,0,141,183,59,1473,1181,6,0,4,0,0,3,True
0,10,4035112028,CLASSIC,1,2,12452,14,Shyvana,38110,17972,1,4,True,False,True,10523,8750,JUNGLE,1,0,3020,2031,4636,4629,1058,0,3340,7,JUNGLE,0,5,1280,10727,6219,0,0,2160,17383,128,104,95,16,3,4,16,11,zYzgMUEybP-wUWbZ24F8VCligBlCcd_thj0Y7FcDcYmyMYE,False,100,4,1524,13434,0,24250,12563,0,14,183,42,546,647,2,0,15,0,2,6,True
0,9,4035112028,CLASSIC,0,2,12028,14,Anivia,11350,6272,2,0,False,False,True,9636,7325,MIDDLE,0,0,2421,6655,3070,3108,3020,3916,3340,5,MIDDLE,0,3,1018,12569,5738,0,0,667,5763,86,9,55,79,4,4,3,14,o62Uvlp7M2EaKGu35H7szrP4R54tuxV9NOdg-meopXDXm8Y,False,100,27,1524,13674,0,11704,1710,0,138,724,80,438,202,3,0,8,1,0,5,True
0,9,4035112028,CLASSIC,0,1,10121,13,Caitlyn,9933,6197,5,0,False,False,True,11422,10600,BOTTOM,0,0,6671,3006,6676,6695,0,1055,3340,6,BOTTOM,601,3,459,1470,5837,0,0,12836,7938,41,44,17,6,3,4,4,7,5g6TD049GZmH_Defr07NZfkKOyOfhjOsFGeXuCh6JB1xuna8cOozcqqudw,False,100,16,1524,14319,0,14331,5479,374,141,49,150,12,555,5,0,7,0,0,4,True
0,15,4035112028,CLASSIC,0,1,9758,12,Lulu,3061,7258,3,0,False,False,True,8372,7275,UTILITY,1,0,3853,3011,2065,3158,3114,0,3364,4,BOTTOM,0,3,817,3683,3678,0,0,1072,5324,47,29,45,4,2,4,3,14,oQRw0PcDfs497anOJ6fnsMS-yGFqjU_SwPSc-G8j9G6OvXY,False,100,28,1524,5032,2734,9342,1322,0,16,173,60,276,339,3,0,56,3,3,20,True
0,2,4035112028,CLASSIC,0,0,9798,12,Ivern,2743,14987,8,0,False,False,True,6693,5950,TOP,0,2,2031,6653,1056,1082,3067,3158,3340,2,TOP,0,0,341,10174,6392,1,0,4192,10440,51,37,71,109,3,12,4,4,KDE7nV-Z8weEXUiEyvzEaCc1TALmC5FwPvsW2rC9cQNrD4w,False,200,43,1524,14420,2318,18558,281,0,107,378,227,54,1725,0,9,9,0,0,6,False
